[
		'e' : 13,
		'f' : 104,
		'g' : 'HP在50%以下时&#10;攻击力上升50%',
		'h' : 50,
		'i' : 50,
		'j' : '极高（90-100）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 1,
		'n' : 'panamaman',
		'o' : 2940,
		'p' : 2730,
		'q' : 5250,
		'r' : 4410,
		's' : 30,
		't' : 8600,
		'u' : 7000,
		'v' : 60,
		'w' : 36,
		'x' : 70,
		'y' : 11000,
		'z' : '爆裂突弹＃５'
	},
	{
		'a' : 51,
		'b' : '第二型凯尔丹',
		'c' : 1,
		'd' : 2,
		'e' : 6,
		'f' : 306,
		'g' : '战斗胜利后一定概率&#10;AP回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 5,
		'l' : '成长：小',
		'm' : 1,
		'n' : '木村大輔',
		'o' : 550,
		'p' : 1520,
		'q' : 1400,
		'r' : 2300,
		's' : 14,
		't' : 2900,
		'u' : 3500,
		'v' : 40,
		'w' : 18,
		'x' : 50,
		'y' : 10800,
		'z' : '二择传令＃１０'
	},
	{
		'a' : 52,
		'b' : '第二型卡洛格雷南',
		'c' : 1,
		'd' : 2,
		'e' : 11,
		'f' : 132,
		'g' : '攻击力上升50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 1,
		'n' : 'Tartan Check',
		'o' : 1200,
		'p' : 1810,
		'q' : 2310,
		'r' : 2840,
		's' : 11,
		't' : 3800,
		'u' : 3900,
		'v' : 40,
		'w' : 15,
		'x' : 50,
		'y' : 10800,
		'z' : '暴风猛威＃４９'
	},
	{
		'a' : 53,
		'b' : '支援型洛蒂涅',
		'c' : 2,
		'd' : 2,
		'e' : 5,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '藤Choko',
		'o' : 1320,
		'p' : 730,
		'q' : 1900,
		'r' : 1900,
		's' : 19,
		't' : 4600,
		'u' : 4000,
		'v' : 50,
		'w' : 24,
		'x' : 60,
		'y' : 10900,
		'z' : '攻击声援＃３１'
	},
	{
		'a' : 54,
		'b' : '第二型马伯纳格林',
		'c' : 1,
		'd' : 2,
		'e' : 9,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 1,
		'n' : '魔界之住民',
		'o' : 1610,
		'p' : 1190,
		'q' : 2550,
		'r' : 2300,
		's' : 13,
		't' : 4000,
		'u' : 3400,
		'v' : 40,
		'w' : 18,
		'x' : 50,
		'y' : 10900,
		'z' : '诱导斩击＃１４'
	},
	{
		'a' : 56,
		'b' : '特异型维尔薇尤',
		'c' : 3,
		'd' : 2,
		'e' : 10,
		'f' : 116,
		'g' : '卡片等级越高&#10;攻击力提升越大',
		'h' : 16,
		'i' : 90,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '大熊貓介(Nitroplus)',
		'o' : 2720,
		'p' : 2140,
		'q' : 4790,
		'r' : 3630,
		's' : 25,
		't' : 8200,
		'u' : 6200,
		'v' : 60,
		'w' : 29,
		'x' : 70,
		'y' : 10800,
		'z' : '強行乘船＃３１'
	},
	{
		'a' : 57,
		'b' : '特异型猎户座',
		'c' : 4,
		'd' : 2,
		'e' : 13,
		'f' : 101,
		'g' : '攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : '黑星紅白',
		'o' : 1020,
		'p' : 4890,
		'q' : 4620,
		'r' : 7200,
		's' : 35,
		't' : 8800,
		'u' : 10400,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '一点贯彻＃６１'
	},
	{
		'a' : 58,
		'b' : '特异型乔治',
		'c' : 4,
		'd' : 2,
		'e' : 10,
		'f' : 150,
		'g' : '对手是凯尔皮的时候&#10;攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : 'panamaman',
		'o' : 3570,
		'p' : 2100,
		'q' : 5190,
		'r' : 4350,
		's' : 35,
		't' : 9500,
		'u' : 7700,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '恶龙讨伐＃１１'
	},
	{
		'a' : 59,
		'b' : '特异型贞德',
		'c' : 5,
		'd' : 2,
		'e' : 18,
		'f' : 1014,
		'g' : '「技巧之场」在7张以上&#10;攻击力上升200%',
		'h' : 200,
		'i' : 200,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '近木野中哉',
		'o' : 10,
		'p' : 4700,
		'q' : 2500,
		'r' : 9500,
		's' : 50,
		't' : 6900,
		'u' : 12800,
		'v' : 90,
		'w' : 60,
		'x' : 100,
		'y' : 10800,
		'z' : '神讬威光＃９９'
	},
	{
		'a' : 60,
		'b' : '特异型迪特里希',
		'c' : 3,
		'd' : 2,
		'e' : 8,
		'f' : 103,
		'g' : '攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : '柚己',
		'o' : 1630,
		'p' : 1850,
		'q' : 2780,
		'r' : 3680,
		's' : 33,
		't' : 6300,
		'u' : 6400,
		'v' : 60,
		'w' : 37,
		'x' : 70,
		'y' : 10800,
		'z' : '巨人两断＃８１'
	},
	{
		'a' : 61,
		'b' : '特异型拿破仑',
		'c' : 4,
		'd' : 2,
		'e' : 12,
		'f' : 108,
		'g' : '「技巧之场」越多&#10;攻击力提升越大',
		'h' : 19,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : 'Tartan Check',
		'o' : 3610,
		'p' : 2400,
		'q' : 5480,
		'r' : 4990,
		's' : 25,
		't' : 9800,
		'u' : 8300,
		'v' : 70,
		'w' : 30,
		'x' : 80,
		'y' : 11000,
		'z' : '敌地制圧＃１１'
	},
	{
		'a' : 62,
		'b' : '特异型黑沃尔',
		'c' : 3,
		'd' : 2,
		'e' : 8,
		'f' : 102,
		'g' : '攻击力上升50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'akka',
		'o' : 1680,
		'p' : 1560,
		'q' : 3120,
		'r' : 2390,
		's' : 31,
		't' : 6700,
		'u' : 5100,
		'v' : 60,
		'w' : 35,
		'x' : 70,
		'y' : 10800,
		'z' : '杀戮魔剑＃１３'
	},
	{
		'a' : 63,
		'b' : '特异型帕尔修斯',
		'c' : 5,
		'd' : 2,
		'e' : 17,
		'f' : 123,
		'g' : '对手是「妖精」的时候&#10;攻击力上升200%',
		'h' : 200,
		'i' : 200,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : '赤井日笠',
		'o' : 3420,
		'p' : 4450,
		'q' : 7470,
		'r' : 8880,
		's' : 40,
		't' : 16600,
		'u' : 15900,
		'v' : 90,
		'w' : 44,
		'x' : 100,
		'y' : 10800,
		'z' : '圆盘爆击＃１１'
	},
	{
		'a' : 64,
		'b' : '特异型鲁克蕾齐亚',
		'c' : 4,
		'd' : 2,
		'e' : 10,
		'f' : 301,
		'g' : '战斗胜利后一定概率&#10;AP回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 5,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'kirero',
		'o' : 2910,
		'p' : 1930,
		'q' : 5030,
		'r' : 4240,
		's' : 33,
		't' : 9400,
		'u' : 7600,
		'v' : 70,
		'w' : 37,
		'x' : 80,
		'y' : 10800,
		'z' : '名门接续＃０３'
	},
	{
		'a' : 65,
		'b' : '特殊型格林格莱特',
		'c' : 1,
		'd' : 2,
		'e' : 3,
		'f' : 214,
		'g' : '回复卡牌HP的20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 1,
		'n' : '廣田良寬',
		'o' : 660,
		'p' : 450,
		'q' : 1010,
		'r' : 820,
		's' : 10,
		't' : 2600,
		'u' : 2000,
		'v' : 40,
		'w' : 16,
		'x' : 50,
		'y' : 11000,
		'z' : '忠义防备＃２２'
	},
	{
		'a' : 66,
		'b' : '教练型凯',
		'c' : 1,
		'd' : 2,
		'e' : 5,
		'f' : 308,
		'g' : '战斗胜利后一定概率&#10;SUPER小幅提升',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 3,
		'l' : '成长：小',
		'm' : 1,
		'n' : '鴉',
		'o' : 1070,
		'p' : 710,
		'q' : 1620,
		'r' : 1460,
		's' : 13,
		't' : 3200,
		'u' : 2700,
		'v' : 40,
		'w' : 17,
		'x' : 50,
		'y' : 10800,
		'z' : '挑拨骂倒＃３２'
	},
	{
		'a' : 67,
		'b' : '试作型尤廉斯',
		'c' : 3,
		'd' : 2,
		'e' : 8,
		'f' : 310,
		'g' : '战斗胜利后一定概率&#10;BC回复20',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 6,
		'l' : '成长：小',
		'm' : 1,
		'n' : '藏中',
		'o' : 1220,
		'p' : 1570,
		'q' : 2630,
		'r' : 2630,
		's' : 27,
		't' : 6200,
		'u' : 5400,
		'v' : 60,
		'w' : 31,
		'x' : 70,
		'y' : 10800,
		'z' : '魔法疑义＃３０'
	},
	{
		'a' : 68,
		'b' : '第二型伯纳德',
		'c' : 1,
		'd' : 2,
		'e' : 4,
		'f' : 308,
		'g' : '战斗胜利后一定概率&#10;SUPER小幅提升',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 3,
		'l' : '成长：小',
		'm' : 1,
		'n' : '菊',
		'o' : 810,
		'p' : 650,
		'q' : 1470,
		'r' : 1090,
		's' : 13,
		't' : 3100,
		'u' : 2300,
		'v' : 40,
		'w' : 17,
		'x' : 50,
		'y' : 10800,
		'z' : '支援协力＃１１'
	},
	{
		'a' : 69,
		'b' : '第二型路坎',
		'c' : 2,
		'd' : 2,
		'e' : 4,
		'f' : 214,
		'g' : '回复卡牌HP的20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : '生肉ATK(Nitroplus)',
		'o' : 1380,
		'p' : 270,
		'q' : 2120,
		'r' : 820,
		's' : 17,
		't' : 4900,
		'u' : 2900,
		'v' : 50,
		'w' : 21,
		'x' : 60,
		'y' : 10800,
		'z' : '物资援助＃１０'
	},
	{
		'a' : 70,
		'b' : '虏获型魔女伊莱恩',
		'c' : 4,
		'd' : 2,
		'e' : 8,
		'f' : 109,
		'g' : '「魔法之派」越多&#10;攻击力提升越大',
		'h' : 20,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '田中雄一',
		'o' : 2740,
		'p' : 2190,
		'q' : 4460,
		'r' : 4100,
		's' : 37,
		't' : 8900,
		'u' : 7500,
		'v' : 70,
		'w' : 41,
		'x' : 80,
		'y' : 10800,
		'z' : '战场混乱＃２１'
	},
	{
		'a' : 71,
		'b' : '王位型君士坦丁',
		'c' : 6,
		'd' : 3,
		'e' : 20,
		'f' : 133,
		'g' : '攻击力上升200%',
		'h' : 200,
		'i' : 200,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '閏月戈',
		'o' : 6130,
		'p' : 4860,
		'q' : 11760,
		'r' : 9220,
		's' : 45,
		't' : 26300,
		'u' : 20400,
		'v' : 100,
		'w' : 50,
		'x' : 110,
		'y' : 10900,
		'z' : '术光／凝縮王位'
	},
	{
		'a' : 72,
		'b' : '第一型加拉哈德',
		'c' : 5,
		'd' : 3,
		'e' : 15,
		'f' : 110,
		'g' : '自己的HP越高&#10;攻击力提升越大',
		'h' : 2,
		'i' : 90,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'BUNBUN',
		'o' : 4450,
		'p' : 3510,
		'q' : 8240,
		'r' : 6990,
		's' : 42,
		't' : 18000,
		'u' : 14500,
		'v' : 90,
		'w' : 48,
		'x' : 100,
		'y' : 11000,
		'z' : '术光／咒杀圣剑'
	},
	{
		'a' : 73,
		'b' : '第二型艾恩赛德',
		'c' : 1,
		'd' : 3,
		'e' : 7,
		'f' : 132,
		'g' : '攻击力上升50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'HIMA',
		'o' : 1440,
		'p' : 890,
		'q' : 2900,
		'r' : 1270,
		's' : 14,
		't' : 4400,
		'u' : 2400,
		'v' : 40,
		'w' : 18,
		'x' : 50,
		'y' : 10800,
		'z' : '术火／七人腕力'
	},
	{
		'a' : 75,
		'b' : '第二型戈特弗里德',
		'c' : 2,
		'd' : 3,
		'e' : 6,
		'f' : 113,
		'g' : '对手HP越低&#10;攻击力提升越大',
		'h' : 15,
		'i' : 90,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : '山根真人',
		'o' : 560,
		'p' : 1520,
		'q' : 1360,
		'r' : 2450,
		's' : 19,
		't' : 4100,
		'u' : 4500,
		'v' : 50,
		'w' : 24,
		'x' : 60,
		'y' : 10900,
		'z' : '术水／恶性损伤'
	},
	{
		'a' : 76,
		'b' : '第二型罗恩格林',
		'c' : 3,
		'd' : 3,
		'e' : 12,
		'f' : 144,
		'g' : '卡片等级MAX时&#10;攻击力上升100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : '閏月戈',
		'o' : 2840,
		'p' : 1860,
		'q' : 6340,
		'r' : 2830,
		's' : 30,
		't' : 9700,
		'u' : 5400,
		'v' : 60,
		'w' : 34,
		'x' : 70,
		'y' : 10800,
		'z' : '术水／恶性断裂'
	},
	{
		'a' : 77,
		'b' : '归化型妮妙',
		'c' : 5,
		'd' : 3,
		'e' : 14,
		'f' : 118,
		'g' : 'SUPER越多&#10;攻击力提升越大',
		'h' : 6,
		'i' : 80,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'refeia',
		'o' : 3590,
		'p' : 3880,
		'q' : 7000,
		'r' : 7580,
		's' : 43,
		't' : 16800,
		'u' : 15100,
		'v' : 90,
		'w' : 47,
		'x' : 100,
		'y' : 10800,
		'z' : '术土／术者封印'
	},
	{
		'a' : 78,
		'b' : '支援型奥尔特莉特',
		'c' : 1,
		'd' : 3,
		'e' : 4,
		'f' : 214,
		'g' : '回复卡牌HP的20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'Bachi子',
		'o' : 950,
		'p' : 600,
		'q' : 1820,
		'r' : 1010,
		's' : 15,
		't' : 3400,
		'u' : 2200,
		'v' : 40,
		'w' : 19,
		'x' : 50,
		'y' : 10800,
		'z' : '术火／机密白鸟'
	},
	{
		'a' : 79,
		'b' : '第二型提尔拉蒙',
		'c' : 1,
		'd' : 3,
		'e' : 6,
		'f' : 131,
		'g' : '攻击力上升20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'hakus',
		'o' : 1430,
		'p' : 900,
		'q' : 2120,
		'r' : 1910,
		's' : 13,
		't' : 3600,
		'u' : 3100,
		'v' : 40,
		'w' : 17,
		'x' : 50,
		'y' : 10800,
		'z' : '术援／战略伪证'
	},
	{
		'a' : 80,
		'b' : '第二型贝琳',
		'c' : 4,
		'd' : 3,
		'e' : 12,
		'f' : 111,
		'g' : '自己HP越低&#10;攻击力提升越大',
		'h' : 3,
		'i' : 90,
		'j' : '较高（60-74）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'LLO',
		'o' : 3600,
		'p' : 770,
		'q' : 8150,
		'r' : 3520,
		's' : 35,
		't' : 12400,
		'u' : 6700,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '术暗／咒杀圣剑'
	},
	{
		'a' : 81,
		'b' : '亚瑟 -魔法之派-',
		'c' : 3,
		'd' : 3,
		'e' : 7,
		'f' : 109,
		'g' : '「魔法之派」越多&#10;攻击力提升越大',
		'h' : 20,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 1,
		'n' : 'BUNBUN',
		'o' : 1960,
		'p' : 1520,
		'q' : 3870,
		'r' : 3000,
		's' : 30,
		't' : 7400,
		'u' : 5700,
		'v' : 60,
		'w' : 35,
		'x' : 70,
		'y' : 10900,
		'z' : '术援／战术梦路'
	},
	{
		'a' : 82,
		'b' : '支援型布兰克韦恩',
		'c' : 2,
		'd' : 3,
		'e' : 6,
		'f' : 241,
		'g' : '卡片等级MAX时&#10;回复卡牌HP的100%',
		'h' : 100,
		'i' : 100,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : '駒形',
		'o' : 750,
		'p' : 900,
		'q' : 1800,
		'r' : 1230,
		's' : 19,
		't' : 4500,
		'u' : 3300,
		'v' : 50,
		'w' : 25,
		'x' : 60,
		'y' : 11000,
		'z' : '术援／恋慕秘药'
	},
	{
		'a' : 83,
		'b' : '支援型贝莉珊',
		'c' : 1,
		'd' : 3,
		'e' : 3,
		'f' : 215,
		'g' : '回复卡牌HP的50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : '赤林檎',
		'o' : 840,
		'p' : 270,
		'q' : 1540,
		'r' : 380,
		's' : 13,
		't' : 3100,
		'u' : 1600,
		'v' : 40,
		'w' : 18,
		'x' : 50,
		'y' : 10900,
		'z' : '术援／恋爱幻影'
	},
	{
		'a' : 84,
		'b' : '支援型拉格妮尔',
		'c' : 2,
		'd' : 3,
		'e' : 7,
		'f' : 301,
		'g' : '战斗胜利后一定概率&#10;AP回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 5,
		'l' : '成长：小',
		'm' : 2,
		'n' : '柴乃棹人',
		'o' : 1230,
		'p' : 1230,
		'q' : 2660,
		'r' : 1790,
		's' : 19,
		't' : 5400,
		'u' : 3900,
		'v' : 50,
		'w' : 23,
		'x' : 60,
		'y' : 10800,
		'z' : '术援／制限表里'
	},
	{
		'a' : 85,
		'b' : '第二型布鲁诺',
		'c' : 1,
		'd' : 3,
		'e' : 4,
		'f' : 214,
		'g' : '回复卡牌HP的20%',
		'h' : 20,
		'i' : 20,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : '駒形',
		'o' : 800,
		'p' : 660,
		'q' : 1010,
		'r' : 1520,
		's' : 13,
		't' : 2600,
		'u' : 2700,
		'v' : 40,
		'w' : 17,
		'x' : 50,
		'y' : 10800,
		'z' : '术风／复仇宣誓'
	},
	{
		'a' : 86,
		'b' : '支援型艾妮多',
		'c' : 4,
		'd' : 3,
		'e' : 11,
		'f' : 205,
		'g' : 'HP在30%以下时&#10;回复卡牌HP的70%',
		'h' : 70,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 2,
		'n' : '狐印',
		'o' : 3040,
		'p' : 1700,
		'q' : 5750,
		'r' : 3450,
		's' : 37,
		't' : 10100,
		'u' : 6800,
		'v' : 70,
		'w' : 43,
		'x' : 80,
		'y' : 11000,
		'z' : '术援／起死回生'
	},
	{
		'a' : 87,
		'b' : '支援型艾尔莎',
		'c' : 1,
		'd' : 3,
		'e' : 7,
		'f' : 215,
		'g' : '回复卡牌HP的50%',
		'h' : 50,
		'i' : 50,
		'j' : '很低（15-34）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 2,
		'n' : '伊藤龍馬',
		'o' : 1760,
		'p' : 620,
		'q' : 3750,
		'r' : 1260,
		's' : 23,
		't' : 5300,
		'u' : 2400,
		'v' : 40,
		'w' : 28,
		'x' : 50,
		'y' : 11000,
		'z' : '术援／丰润土壌'
	},
	{
		'a' : 88,
		'b' : '第二型哥鲁尼曼',
		'c' : 2,
		'd' : 2,
		'e' : 8,
		'f' : 303,
		'g' : '战斗胜利后一定概率&#10;BC回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 6,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'Tartan Check',
		'o' : 1470,
		'p' : 1330,
		'q' : 3050,
		'r' : 2080,
		's' : 19,
		't' : 5700,
		'u' : 4100,
		'v' : 50,
		'w' : 24,
		'x' : 60,
		'y' : 10900,
		'z' : '术援／骑士改良'
	},
	{
		'a' : 89,
		'b' : '第二型梅利甘斯',
		'c' : 1,
		'd' : 3,
		'e' : 4,
		'f' : 307,
		'g' : '战斗胜利后一定概率&#10;BC回复10',
		'h' : 10,
		'i' : 10,
		'j' : '很低（15-34）',
		'k' : 6,
		'l' : '成长：中',
		'm' : 2,
		'n' : '高畑由紀(FLIPFLOPs）',
		'o' : 1140,
		'p' : 640,
		'q' : 1650,
		'r' : 1490,
		's' : 14,
		't' : 3200,
		'u' : 2700,
		'v' : 40,
		'w' : 18,
		'x' : 50,
		'y' : 10800,
		'z' : '术暗／幽闭策略'
	},
	{
		'a' : 90,
		'b' : '特异型安托瓦内特',
		'c' : 4,
		'd' : 3,
		'e' : 9,
		'f' : 208,
		'g' : '攻击回合数越多&#10;HP回复越多',
		'h' : 17,
		'i' : 100,
		'j' : '较高（60-74）',
		'k' : 2,
		'l' : '成长：大',
		'm' : 2,
		'n' : '藤Choko',
		'o' : 1,
		'p' : 3060,
		'q' : 5621,
		'r' : 4300,
		's' : 35,
		't' : 10000,
		'u' : 7600,
		'v' : 70,
		'w' : 39,
		'x' : 80,
		'y' : 10800,
		'z' : '术土／散财浪费'
	},
	{
		'a' : 91,
		'b' : '特异型克娄巴特拉',
		'c' : 3,
		'd' : 3,
		'e' : 13,
		'f' : 220,
		'g' : '「魔法之派」在4张以上&#10;回复卡牌HP的100%',
		'h' : 100,
		'i' : 100,
		'j' : '很高（75-89）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'nikuball',
		'o' : 3500,
		'p' : 1230,
		'q' : 4530,
		'r' : 4940,
		's' : 30,
		't' : 7900,
		'u' : 7500,
		'v' : 60,
		'w' : 36,
		'x' : 70,
		'y' : 11000,
		'z' : '术光／战术美貌'
	},
	{
		'a' : 92,
		'b' : '特异型莎乐美',
		'c' : 3,
		'd' : 3,
		'e' : 11,
		'f' : 109,
		'g' : '「魔法之派」越多&#10;攻击力提升越大',
		'h' : 20,
		'i' : 70,
		'j' : '很高（75-89）',
		'k' : 1,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'Bachi子',
		'o' : 2910,
		'p' : 1630,
		'q' : 4670,
		'r' : 3570,
		's' : 30,
		't' : 8100,
		'u' : 6200,
		'v' : 60,
		'w' : 36,
		'x' : 70,
		'y' : 11000,
		'z' : '术暗／迷惑舞蹈'
	},
	{
		'a' : 93,
		'b' : '特异型圣日耳曼',
		'c' : 3,
		'd' : 3,
		'e' : 7,
		'f' : 121,
		'g' : '对手是「妖精」的时候&#10;攻击力上升50%',
		'h' : 50,
		'i' : 50,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'fukahire',
		'o' : 1600,
		'p' : 1250,
		'q' : 2920,
		'r' : 2450,
		's' : 27,
		't' : 6500,
		'u' : 5200,
		'v' : 60,
		'w' : 32,
		'x' : 70,
		'y' : 10900,
		'z' : '术土／强制溯行'
	},
	{
		'a' : 94,
		'b' : '特异型圣诞老人',
		'c' : 3,
		'd' : 3,
		'e' : 9,
		'f' : 217,
		'g' : '回复卡牌HP的400%',
		'h' : 400,
		'i' : 400,
		'j' : '极低（1-14）',
		'k' : 2,
		'l' : '成长：小',
		'm' : 2,
		'n' : 'cuteg',
		'o' : 1470,
		'p' : 2240,
		'q' : 2560,
		'r' : 4100,
		's' : 23,
		't' : 6100,
		'u' : 6800,
		'v' : 60,
		'w' : 27,
		'x' : 70,
		'y' : 10800,
		'z' : '术援／恩恵配布'
	},
	{
		'a' : 95,
		'b' : '特异型白雪公主',
		'c' : 3,
		'd' : 3,
		'e' : 7,
		'f' : 105,
		'g' : 'HP在30%以下时&#10;攻击力上升70%',
		'h' : 70,
		'i' : 70,
		'j' : '极高（90-100）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '文倉十',
		'o' : 1630,
		'p' : 1270,
		'q' : 3320,
		'r' : 2600,
		's' : 34,
		't' : 6900,
		'u' : 5300,
		'v' : 60,
		'w' : 38,
		'x' : 70,
		'y' : 10800,
		'z' : '术土／致死苹果'
	},
	{
		'a' : 96,
		'b' : '特异型达芬奇',
		'c' : 5,
		'd' : 3,
		'e' : 16,
		'f' : 213,
		'g' : '对手HP越低&#10;HP回复越多',
		'h' : 15,
		'i' : 100,
		'j' : '很高（75-89）',
		'k' : 2,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'Yasu',
		'o' : 5180,
		'p' : 2940,
		'q' : 8470,
		'r' : 6550,
		's' : 38,
		't' : 18200,
		'u' : 14000,
		'v' : 90,
		'w' : 43,
		'x' : 100,
		'y' : 10900,
		'z' : '术暗／神性解明'
	},
	{
		'a' : 97,
		'b' : '特异型小灰人',
		'c' : 6,
		'd' : 3,
		'e' : 20,
		'f' : 134,
		'g' : '攻击力上升400%',
		'h' : 400,
		'i' : 400,
		'j' : '极低（1-14）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : 'Aruya',
		'o' : 7670,
		'p' : 2700,
		'q' : 10240,
		'r' : 10230,
		's' : 45,
		't' : 24500,
		'u' : 21200,
		'v' : 100,
		'w' : 50,
		'x' : 110,
		'y' : 10900,
		'z' : '术光／检体採取'
	},
	{
		'a' : 98,
		'b' : '特异型甲斐姬',
		'c' : 4,
		'd' : 3,
		'e' : 14,
		'f' : 154,
		'g' : '对手是希尔奇的时候&#10;攻击力上升200%',
		'h' : 200,
		'i' : 200,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '七草',
		'o' : 2700,
		'p' : 3510,
		'q' : 6710,
		'r' : 5090,
		's' : 30,
		't' : 10900,
		'u' : 8300,
		'v' : 70,
		'w' : 35,
		'x' : 80,
		'y' : 10900,
		'z' : '术风／报复薙刀'
	},
	{
		'a' : 99,
		'b' : '特异型卑弥呼',
		'c' : 4,
		'd' : 3,
		'e' : 10,
		'f' : 117,
		'g' : '卡片等级越高&#10;攻击力提升越大',
		'h' : 16,
		'i' : 90,
		'j' : '普通（45-59）',
		'k' : 1,
		'l' : '成长：中',
		'm' : 2,
		'n' : '赤林檎',
		'o' : 2340,
		'p' : 2930,
		'q' : 5100,
		'r' : 3930,
		's' : 37,
		't' : 9500,
		'u' : 7300,
		'v' : 70,
		'w' : 42,
		'x' : 80,
		'y' : 10900,
		'z' : '术光／幻妖招聘'
	},
	{
		'a' : 100,
		'b' : '支援型布兰奇芙蓉',
		'c' : 1,
		'd' : 3,
		'e' : 9,
		'f' : 101,
		'g' : '攻击力上升100%',
		'h' : 100,
		'i' : 100,
